สถานที่_อำเภอ,หน่วยงาน_ที่ตั้งศูนย์ซ่อม,กลุ่ม_อุปกรณ์ที่พร้อมให้บริการ,รายการ_อุปกรณ์,อุปกรณ์_หน่วย,จัดซื้อ_ปี66,เบิกจ่าย_ปี66,ยอดสุทธิ_ปี66(ห้ามแก้ไข),จัดซื้อ_ปี67,รวมก่อนเบิก_ปี67(ห้ามแก้ไข),เบิกจ่าย_ปี67,ยอดสุทธิ_ปี67(ห้ามแก้ไข),จัดซื้อ_ปี68_ระยะ1,จัดซื้อจากฟอร์ม_68_ร1,รวมก่อนเบิก_ปี68_ระยะ1(ห้ามแก้ไข),เบิกจ่าย_ปี68_ระยะ1,เบิกจ่าย_จากฟอร์ม_68_ร1,ยอดคงเหลือ_ปี68_ระยะ1(ห้ามแก้ไข),จัดซื้อ_ปี68_ระยะ2,จัดซื้อ_จากฟอร์ม_68_ร2,รวมก่อนเบิก_ปี68_ระยะ2(ห้ามแก้ไข),เบิกจ่าย_ปี68_ระยะ2,เบิกจ่าย_จากฟอร์ม_68_ร2,ยอดสุทธิ_ปี68(ห้ามแก้ไข),จัดซื้อ_ปี69,จัดซื้อ_จากฟอร์ม_69,รวมก่อนเบิก_ปี69(ห้ามแก้ไข),เบิกจ่าย_ปี69,เบิกจ่าย_จากฟอร์ม_69,ยอดสุทธิ_ปี69(ห้ามแก้ไข),,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เตียงไฟฟ้า,มอเตอร์ 24 โวลต์ ระยะ 200 มิลลิเมตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,0,0,3,0,0,3,,0,3,,0,3,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เตียงไฟฟ้า,มอเตอร์ 24 โวลต์  ระยะ 150 มิลลิเมตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,0,0,3,0,0,3,,0,3,,0,3,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เตียงไฟฟ้า,มอเตอร์ 24 โวลต์ ระยะ 100 มิลลิเมตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,0,0,3,0,0,3,,0,3,,0,3,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,ที่นอนลม,ลอนอะไหล่,ชิ้น,,,0,0,0,0,0,60,0,60,0,0,60,0,0,60,0,0,60,,0,60,,0,60,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,ที่นอนลม,มอเตอร์ Timer,ชิ้น,,,0,0,0,0,0,15,0,15,0,0,15,0,0,15,0,0,15,,0,15,,0,15,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เครื่องดูดเสมหะ,สายต่อเครื่องดูดเสมหะ,ชุด,,,0,0,0,0,0,20,0,20,0,0,20,0,0,20,0,0,20,,0,20,,0,20,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เครื่องดูดเสมหะ,ตัวกรองเสมหะ,ชุด,,,0,0,0,0,0,20,0,20,0,0,20,0,0,20,0,0,20,,0,20,,0,20,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เครื่องดูดเสมหะ,ยางรองกระบอก,อัน,,,0,0,0,0,0,10,0,10,0,0,10,0,0,10,0,0,10,,0,10,,0,10,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เครื่องดูดเสมหะ,กระบอกเก็บเสมหะ ขนาด 1000 ml,กระบอก,,,0,0,0,0,0,5,0,5,0,0,5,0,0,5,0,0,5,,0,5,,0,5,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,รถวีลแชร์,เบาะนั่ง วีลแชร์,ชุด,,,0,30,30,6,24,0,0,24,0,0,24,,0,24,,0,24,,0,24,,0,24,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,รถวีลแชร์,พนักพิงหลัง วีลแชร์,ชุด,,,0,30,30,6,24,0,0,24,0,0,24,,0,24,,0,24,,0,24,,0,24,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,รถวีลแชร์,ทรายซิลิก้า ขนาด 3 กิโลกรัม,ถุง,,,0,25,25,6,19,0,0,19,0,0,19,,0,19,,0,19,,0,19,,0,19,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,รถวีลแชร์,สีกันสนิม ขนาด 17.5 ลิตร,ถัง,,,0,3,3,1,2,0,0,2,0,0,2,,0,2,,0,2,,0,2,,0,2,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,รถวีลแชร์,สีสเปรย์กันสนิม,กระป๋อง,,,0,22,22,6,16,0,0,16,0,0,16,,0,16,,0,16,,0,16,,0,16,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,รถวีลแชร์,พักแขน ชนิดปรับน็อตยึดได้,คู่,,,0,25,25,6,19,0,0,19,0,0,19,,0,19,,0,19,,0,19,,0,19,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เตียงคนไข้,ทรายซิลิก้า ขนาด 6 กิโลกรัม,ถุง,,,0,17,17,8,9,0,0,9,0,0,9,,0,9,,0,9,,0,9,,0,9,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เตียงคนไข้,ไกร์หัวเตียง,ชิ้น,,,0,17,17,8,9,0,0,9,0,0,9,,0,9,,0,9,,0,9,,0,9,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เตียงคนไข้,ไกร์ท้ายเตียง,ชิ้น,,,0,17,17,8,9,0,0,9,0,0,9,,0,9,,0,9,,0,9,,0,9,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เตียงคนไข้,ล้อยางดำ ตราม้า ชนิดเบรค 4 นิ้ว,ล้อ,,,0,50,50,16,34,0,0,34,0,0,34,,0,34,,0,34,,0,34,,0,34,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เตียงคนไข้,ล้อยางดำ ตราม้า ชนิดไม่มีเบรค 4 นิ้ว,ล้อ,,,0,50,50,16,34,0,0,34,0,0,34,,0,34,,0,34,,0,34,,0,34,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เตียงคนไข้,สีน้ำมัน 3.5 ลิตร,กระป๋อง,,,0,8,8,2,6,0,0,6,0,0,6,,0,6,,0,6,,0,6,,0,6,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เตียงคนไข้,น้ำมันสน,ปี๊ป,,,0,5,5,2,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เตียงคนไข้,ทินเนอร์ ขนาด 15 กิโลกรัม,ปี๊ป,,,0,3,3,1,2,0,0,2,0,0,2,,0,2,,0,2,,0,2,,0,2,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เตียงคนไข้,ข้างกั้นเตียงสำเร็จ (สแตนเลส),คู่,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เตียงคนไข้,ไม้อัดเตียง 8 มิลลิเมตร,แผ่น,,,0,15,15,8,7,0,0,7,0,0,7,,0,7,,0,7,,0,7,,0,7,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เตียงคนไข้,น็อตหัวครึ่งวงกลม 1 นิ้วพร้อมแป้นแบน,กล่อง,,,0,10,10,3,7,0,0,7,0,0,7,,0,7,,0,7,,0,7,,0,7,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เตียงคนไข้,แผ่นฟอร์เมก้า สีขาว ขนาด 1.2x2.4 เมตร,แผ่น,,,0,10,10,0,10,0,0,10,0,0,10,,0,10,,0,10,,0,10,,0,10,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เตียงคนไข้,กาวยาง ขนาด 13 กิโลกรัม,ถัง,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,โต๊ะคร่อมเตียง,แผ่นโต๊ะคร่อมเตียงสำเร็จ,แผ่น,,,0,10,10,0,10,0,0,10,0,0,10,,0,10,,0,10,,0,10,,0,10,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,ที่นอน,ฟองน้ำอัด ขนาด 2 นิ้ว,แผ่น,,,0,25,25,8,17,0,0,17,0,0,17,,0,17,,0,17,,0,17,,0,17,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,ที่นอน,หนังหุ้มเบาะ,ชิ้น,,,0,25,25,8,17,0,0,17,0,0,17,,0,17,,0,17,,0,17,,0,17,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เครื่องผลิตออกซิเจน,สาร Zeolite Molecular sieve 13X HP,กก.,,,0,20,20,0,20,0,0,20,0,0,20,,0,20,,0,20,,0,20,,0,20,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เครื่องผลิตออกซิเจน,เซลลูนอยด์ ขนาด 10 ลิตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เครื่องผลิตออกซิเจน,เซลลูนอยด์ ขนาด 5 ลิตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เครื่องผลิตออกซิเจน,ลิ้นวาว์ลปั๊ม,ชิ้น,,,0,10,10,0,10,0,0,10,0,0,10,,0,10,,0,10,,0,10,,0,10,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เตียงไฟฟ้า,ชุดกล่องคอนโทรล 220 โวลต์,ชุด,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เตียงไฟฟ้า,ชุดกล่องคอนโทรล 24 โวลต์,ชุด,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เตียงไฟฟ้า,รีโมทคอนโทรล,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เตียงไฟฟ้า,มอเตอร์ 24 โวลต์ ระยะ 200 มิลลิเมตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เตียงไฟฟ้า,มอเตอร์ 24 โวลต์  ระยะ 150 มิลลิเมตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลวังหว้า,เตียงไฟฟ้า,มอเตอร์ 24 โวลต์ ระยะ 100 มิลลิเมตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,รถวีลแชร์,เบาะนั่ง วีลแชร์,ชุด,,,0,30,30,20,10,22,0,32,0,0,32,,0,32,,0,32,,0,32,,0,32,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,รถวีลแชร์,พนักพิงหลัง วีลแชร์,ชุด,,,0,30,30,20,10,22,0,32,0,0,32,,0,32,,0,32,,0,32,,0,32,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,รถวีลแชร์,ทรายซิลิก้า ขนาด 3 กิโลกรัม,ถุง,,,0,25,25,20,5,27,0,32,0,0,32,,0,32,,0,32,,0,32,,0,32,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,รถวีลแชร์,สีกันสนิม ขนาด 17.5 ลิตร,ถัง,,,0,3,3,2.6,0.4,2,0,2.4,0,0,2.4,,0,2.4,,0,2.4,,0,2.4,,0,2.4,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,รถวีลแชร์,สีสเปรย์กันสนิม,กระป๋อง,,,0,22,22,20,2,30,0,32,0,0,32,,0,32,,0,32,,0,32,,0,32,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,รถวีลแชร์,พักแขน ชนิดปรับน็อตยึดได้,คู่,,,0,25,25,20,5,26,0,31,0,0,31,,0,31,,0,31,,0,31,,0,31,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เตียงคนไข้,ทรายซิลิก้า ขนาด 6 กิโลกรัม,ถุง,,,0,17,17,16,1,23,0,24,0,0,24,,0,24,,0,24,,0,24,,0,24,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เตียงคนไข้,ไกร์หัวเตียง,ชิ้น,,,0,17,17,16,1,23,0,24,0,0,24,,0,24,,0,24,,0,24,,0,24,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เตียงคนไข้,ไกร์ท้ายเตียง,ชิ้น,,,0,17,17,16,1,23,0,24,0,0,24,,0,24,,0,24,,0,24,,0,24,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เตียงคนไข้,ล้อยางดำ ตราม้า ชนิดเบรค 4 นิ้ว,ล้อ,,,0,50,50,28,22,26,0,48,0,0,48,,0,48,,0,48,,0,48,,0,48,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เตียงคนไข้,ล้อยางดำ ตราม้า ชนิดไม่มีเบรค 4 นิ้ว,ล้อ,,,0,50,50,28,22,26,0,48,0,0,48,,0,48,,0,48,,0,48,,0,48,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เตียงคนไข้,สีน้ำมัน 3.5 ลิตร,กระป๋อง,,,0,8,8,8,0,12,0,12,0,0,12,,0,12,,0,12,,0,12,,0,12,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เตียงคนไข้,น้ำมันสน,ปี๊ป,,,0,5,5,4,1,5,0,6,0,0,6,,0,6,,0,6,,0,6,,0,6,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เตียงคนไข้,ทินเนอร์ ขนาด 15 กิโลกรัม,ปี๊ป,,,0,3,3,2,1,2,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เตียงคนไข้,ข้างกั้นเตียงสำเร็จ (สแตนเลส),คู่,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เตียงคนไข้,ไม้อัดเตียง 8 มิลลิเมตร,แผ่น,,,0,15,15,15,0,24,0,24,0,0,24,,0,24,,0,24,,0,24,,0,24,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เตียงคนไข้,น็อตหัวครึ่งวงกลม 1 นิ้วพร้อมแป้นแบน,กล่อง,,,0,10,10,4.8,5.2,5,0,10.2,0,0,10.2,,0,10.2,,0,10.2,,0,10.2,,0,10.2,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เตียงคนไข้,แผ่นฟอร์เมก้า สีขาว ขนาด 1.2x2.4 เมตร,แผ่น,,,0,10,10,0,10,0,0,10,0,0,10,,0,10,,0,10,,0,10,,0,10,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เตียงคนไข้,กาวยาง ขนาด 13 กิโลกรัม,ถัง,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เตียงคนไข้,สีกันสนิม ขนาด 17.5 ลิตร,ถัง,,,0,0,0,0,0,4,0,4,0,0,4,,0,4,,0,4,,0,4,,0,4,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,โต๊ะคร่อมเตียง,แผ่นโต๊ะคร่อมเตียงสำเร็จ,แผ่น,,,0,10,10,0,10,0,0,10,0,0,10,,0,10,,0,10,,0,10,,0,10,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,ที่นอน,ฟองน้ำอัด ขนาด 2 นิ้ว,แผ่น,,,0,25,25,19,6,30,0,36,0,0,36,,0,36,,0,36,,0,36,,0,36,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,ที่นอน,หนังหุ้มเบาะ,ชิ้น,,,0,25,25,19,6,30,0,36,0,0,36,,0,36,,0,36,,0,36,,0,36,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เครื่องผลิตออกซิเจน,สาร Zeolite Molecular sieve 13X HP,กก.,,,0,20,20,15,5,40,0,45,0,0,45,,0,45,,0,45,,0,45,,0,45,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เครื่องผลิตออกซิเจน,เซลลูนอยด์ ขนาด 10 ลิตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เครื่องผลิตออกซิเจน,เซลลูนอยด์ ขนาด 5 ลิตร,อัน,,,0,3,3,2,1,0,0,1,0,0,1,,0,1,,0,1,,0,1,,0,1,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เครื่องผลิตออกซิเจน,ลิ้นวาว์ลปั๊ม,ชิ้น,,,0,10,10,6,4,0,0,4,0,0,4,,0,4,,0,4,,0,4,,0,4,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เครื่องผลิตออกซิเจน,ไส้กรองละเอียด,ชิ้น,,,0,0,0,0,0,30,0,30,0,0,30,,0,30,,0,30,,0,30,,0,30,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เครื่องผลิตออกซิเจน,แหวนลูกสูบ,ชิ้น,,,0,0,0,0,0,26,0,26,0,0,26,,0,26,,0,26,,0,26,,0,26,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เตียงไฟฟ้า,ชุดกล่องคอนโทรล 220 โวลต์,ชุด,,,0,3,3,1,2,0,0,2,0,0,2,,0,2,,0,2,,0,2,,0,2,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เตียงไฟฟ้า,ชุดกล่องคอนโทรล 24 โวลต์,ชุด,,,0,3,3,2,1,3,0,4,0,0,4,,0,4,,0,4,,0,4,,0,4,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เตียงไฟฟ้า,รีโมทคอนโทรล,อัน,,,0,3,3,1,2,3,0,5,0,0,5,,0,5,,0,5,,0,5,,0,5,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เตียงไฟฟ้า,มอเตอร์ 24 โวลต์ ระยะ 200 มิลลิเมตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เตียงไฟฟ้า,มอเตอร์ 24 โวลต์  ระยะ 150 มิลลิเมตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เตียงไฟฟ้า,มอเตอร์ 24 โวลต์ ระยะ 100 มิลลิเมตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,ที่นอนลม,ลอนอะไหล่,ชิ้น,,,0,0,0,0,0,60,0,60,0,0,60,,0,60,,0,60,,0,60,,0,60,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,ที่นอนลม,มอเตอร์ Timer,ชิ้น,,,0,0,0,0,0,10,0,10,0,0,10,,0,10,,0,10,,0,10,,0,10,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เครื่องดูดเสมหะ,สายต่อเครื่องดูดเสมหะ,ชุด,,,0,0,0,0,0,20,0,20,0,0,20,,0,20,,0,20,,0,20,,0,20,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เครื่องดูดเสมหะ,ตัวกรองเสมหะ,ชุด,,,0,0,0,0,0,20,0,20,0,0,20,,0,20,,0,20,,0,20,,0,20,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เครื่องดูดเสมหะ,ยางรองกระบอก,อัน,,,0,0,0,0,0,10,0,10,0,0,10,,0,10,,0,10,,0,10,,0,10,,,,,,,,,,,,,,
นิคมพัฒนา,เทศบาลตำบลมะขามคู่,เครื่องดูดเสมหะ,กระบอกเก็บเสมหะ ขนาด 1000 ml,กระบอก,,,0,0,0,0,0,5,0,5,0,0,5,,0,5,,0,5,,0,5,,0,5,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,รถวีลแชร์,เบาะนั่ง วีลแชร์,ชุด,,,0,30,30,21,9,21,0,30,0,0,30,,0,30,,0,30,,0,30,,0,30,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,รถวีลแชร์,พนักพิงหลัง วีลแชร์,ชุด,,,0,30,30,21,9,21,0,30,0,0,30,,0,30,,0,30,,0,30,,0,30,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,รถวีลแชร์,ทรายซิลิก้า ขนาด 3 กิโลกรัม,ถุง,,,0,25,25,22,3,27,0,30,0,0,30,,0,30,,0,30,,0,30,,0,30,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,รถวีลแชร์,สีกันสนิม ขนาด 17.5 ลิตร,ถัง,,,0,3,3,2.8,0.2,2,0,2.2,0,0,2.2,,0,2.2,,0,2.2,,0,2.2,,0,2.2,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,รถวีลแชร์,สีสเปรย์กันสนิม,กระป๋อง,,,0,22,22,22,0,30,0,30,0,0,30,,0,30,,0,30,,0,30,,0,30,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,รถวีลแชร์,พักแขน ชนิดปรับน็อตยึดได้,คู่,,,0,25,25,22,3,27,0,30,0,0,30,,0,30,,0,30,,0,30,,0,30,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เตียงคนไข้,ทรายซิลิก้า ขนาด 6 กิโลกรัม,ถุง,,,0,17,17,17,0,32,0,32,0,0,32,,0,32,,0,32,,0,32,,0,32,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เตียงคนไข้,ไกร์หัวเตียง,ชิ้น,,,0,17,17,17,0,32,0,32,0,0,32,,0,32,,0,32,,0,32,,0,32,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เตียงคนไข้,ไกร์ท้ายเตียง,ชิ้น,,,0,17,17,17,0,32,0,32,0,0,32,,0,32,,0,32,,0,32,,0,32,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เตียงคนไข้,ล้อยางดำ ตราม้า ชนิดเบรค 4 นิ้ว,ล้อ,,,0,50,50,24,26,38,0,64,0,0,64,,0,64,,0,64,,0,64,,0,64,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เตียงคนไข้,ล้อยางดำ ตราม้า ชนิดไม่มีเบรค 4 นิ้ว,ล้อ,,,0,50,50,24,26,38,0,64,0,0,64,,0,64,,0,64,,0,64,,0,64,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เตียงคนไข้,สีน้ำมัน 3.5 ลิตร,กระป๋อง,,,0,8,8,8,0,16,0,16,0,0,16,,0,16,,0,16,,0,16,,0,16,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เตียงคนไข้,น้ำมันสน,ปี๊ป,,,0,5,5,4.25,0.75,8,0,8.75,0,0,8.75,,0,8.75,,0,8.75,,0,8.75,,0,8.75,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เตียงคนไข้,ทินเนอร์ ขนาด 15 กิโลกรัม,ปี๊ป,,,0,3,3,2.125,0.875,0,0,0.875,0,0,0.875,,0,0.875,,0,0.875,,0,0.875,,0,0.875,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เตียงคนไข้,ข้างกั้นเตียงสำเร็จ (สแตนเลส),คู่,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เตียงคนไข้,ไม้อัดเตียง 8 มิลลิเมตร,แผ่น,,,0,15,15,15,0,32,0,32,0,0,32,,0,32,,0,32,,0,32,,0,32,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เตียงคนไข้,น็อตหัวครึ่งวงกลม 1 นิ้วพร้อมแป้นแบน,กล่อง,,,0,10,10,5.1,4.9,5,0,9.9,0,0,9.9,,0,9.9,,0,9.9,,0,9.9,,0,9.9,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เตียงคนไข้,แผ่นฟอร์เมก้า สีขาว ขนาด 1.2x2.4 เมตร,แผ่น,,,0,10,10,0.5,9.5,0,0,9.5,0,0,9.5,,0,9.5,,0,9.5,,0,9.5,,0,9.5,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เตียงคนไข้,กาวยาง ขนาด 13 กิโลกรัม,ถัง,,,0,3,3,0.25,2.75,0,0,2.75,0,0,2.75,,0,2.75,,0,2.75,,0,2.75,,0,2.75,,,,,,,,,,,,,,
บ้านค่าย,เทศบาลตำบลบ้านค่ายพัฒนา,เตียงคนไข้,สีกันสนิม ขนาด 17.5 ลิตร,ถัง,,,0,0,0,0,0,4,0,4,0,0,4,,0,4,,0,4,,0,4,,0,4,,,,,,,,,,,,,,
